"seed","learner","failed","raw_mse","norm_mse","rank_corr","est_sg1","true_sg1","rec_sg1","est_sg2","true_sg2","rec_sg2","est_sg3","true_sg3","rec_sg3","dev_sg3","correct_order","sg3_inflated","topk_overlap","topk_lift","iteration","treatment_rate","n_treated_train","n_treated_test","sg1_n","sg2_n","sg3_n","true_ate","tau_sd"
45,"sboost",FALSE,26.223479,4.809531,-0.510708,6.5167,0.6161,10.578,2.5877,7.5406,0.3432,2.4291,4.4968,0.5402,2.0677,FALSE,FALSE,0,0.559,4,0.052,20,6,17,8,12,3.2156,2.1887
45,"skern",FALSE,9.617544,1.763911,0.703381,-0.6489,0.6161,-1.0534,8.2151,7.5406,1.0895,2.001,4.4968,0.445,2.4958,TRUE,FALSE,0.25,1.9545,4,0.052,20,6,17,8,12,3.2156,2.1887
45,"tlasso",FALSE,10.16193,1.863754,0.750292,-0.9083,0.6161,-1.4743,9.7536,7.5406,1.2935,2.001,4.4968,0.445,2.4958,TRUE,FALSE,0.375,2.0914,4,0.052,20,6,17,8,12,3.2156,2.1887
45,"tboost",FALSE,26.471305,4.854983,0.3627,4.414,0.6161,7.165,11.8548,7.5406,1.5721,5.1431,4.4968,1.1437,0.6463,TRUE,TRUE,0.5,2.0069,4,0.052,20,6,17,8,12,3.2156,2.1887
45,"tkern",FALSE,17.038318,3.124921,0.370609,2.896,0.6161,4.7009,7.5091,7.5406,0.9958,3.0063,4.4968,0.6685,1.4905,TRUE,FALSE,0.25,1.1507,4,0.052,20,6,17,8,12,3.2156,2.1887
45,"xlasso",FALSE,5.785699,1.061129,0.870205,-1.8768,0.6161,-3.0465,9.6395,7.5406,1.2784,2.5552,4.4968,0.5682,1.9416,TRUE,FALSE,0.625,2.3498,4,0.052,20,6,17,8,12,3.2156,2.1887
45,"xboost",FALSE,3.160348,0.579625,0.750654,1.1724,0.6161,1.903,7.0687,7.5406,0.9374,3.8305,4.4968,0.8518,0.6663,TRUE,FALSE,0.375,2.0238,4,0.052,20,6,17,8,12,3.2156,2.1887
45,"xkern",FALSE,3.899222,0.715139,0.706144,1.4713,0.6161,2.3883,8.6756,7.5406,1.1505,3.9706,4.4968,0.883,0.5262,TRUE,FALSE,0.375,2.2371,4,0.052,20,6,17,8,12,3.2156,2.1887
45,"zero_pred",FALSE,14.79248,2.713022,NA,0,0.6161,0,0,7.5406,0,0,4.4968,0,4.4968,FALSE,FALSE,0,0.9891,4,0.052,20,6,17,8,12,3.2156,2.1887
45,"const_pred",FALSE,90.49753,16.597746,NA,12.29,0.6161,19.9495,12.29,7.5406,1.6299,12.29,4.4968,2.733,7.7932,FALSE,TRUE,0,0.9891,4,0.052,20,6,17,8,12,3.2156,2.1887
45,"ols_inter",FALSE,11.014772,2.02017,0.861952,-3.0784,0.6161,-4.9969,10.7821,7.5406,1.4299,2.1901,4.4968,0.487,2.3068,TRUE,FALSE,0.5,2.2499,4,0.052,20,6,17,8,12,3.2156,2.1887
47,"rlasso",FALSE,4.176125,0.874662,0.902769,1.8472,0.6076,3.0403,8.9574,7.2174,1.2411,5.3738,4.5284,1.1867,0.8454,TRUE,TRUE,0.875,2.0835,6,0.054,20,7,10,9,12,3.2569,2.2614
47,"rboost",FALSE,9.453458,1.979965,0.726122,5.4919,0.6076,9.039,6.3833,7.2174,0.8844,6.3151,4.5284,1.3945,1.7867,TRUE,TRUE,0.25,1.593,6,0.054,20,7,10,9,12,3.2569,2.2614
47,"rkern",FALSE,2.334813,0.489011,0.984778,0.3143,0.6076,0.5173,9.0674,7.2174,1.2563,5.5722,4.5284,1.2305,1.0438,TRUE,TRUE,1,2.1269,6,0.054,20,7,10,9,12,3.2569,2.2614
47,"slasso",FALSE,5.119864,1.072322,0.927855,0.0284,0.6076,0.0467,10.5385,7.2174,1.4602,5.4937,4.5284,1.2132,0.9653,TRUE,TRUE,0.875,2.0938,6,0.054,20,7,10,9,12,3.2569,2.2614
47,"sboost",FALSE,17.50077,3.665422,-0.44578,6.4524,0.6076,10.6199,3.6373,7.2174,0.504,5.8749,4.5284,1.2973,1.3465,FALSE,TRUE,0,0.567,6,0.054,20,7,10,9,12,3.2569,2.2614
47,"skern",FALSE,4.546026,0.952135,0.960401,-2.4444,0.6076,-4.0232,9.2057,7.2174,1.2755,5.6106,4.5284,1.239,1.0822,TRUE,TRUE,0.625,2.065,6,0.054,20,7,10,9,12,3.2569,2.2614
47,"tlasso",FALSE,5.347638,1.120028,0.971058,-2.543,0.6076,-4.1855,10.9585,7.2174,1.5184,5.1875,4.5284,1.1456,0.6591,TRUE,TRUE,0.75,2.0877,6,0.054,20,7,10,9,12,3.2569,2.2614
47,"tboost",FALSE,56.218552,11.774607,-0.294868,12.0075,0.6076,19.7631,5.9394,7.2174,0.8229,3.0382,4.5284,0.6709,1.4902,FALSE,FALSE,0,0.503,6,0.054,20,7,10,9,12,3.2569,2.2614
47,"tkern",FALSE,4.571898,0.957554,0.839729,1.6187,0.6076,2.6642,8.1985,7.2174,1.1359,5.4351,4.5284,1.2002,0.9067,TRUE,TRUE,0.5,1.9775,6,0.054,20,7,10,9,12,3.2569,2.2614
47,"xlasso",FALSE,3.54035,0.741503,0.974795,-0.6846,0.6076,-1.1268,10.1721,7.2174,1.4094,5.6126,4.5284,1.2394,1.0842,TRUE,TRUE,1,2.1269,6,0.054,20,7,10,9,12,3.2569,2.2614
47,"xboost",FALSE,19.247623,4.031288,-0.918652,7.8132,0.6076,12.8597,6.4903,7.2174,0.8993,6.7576,4.5284,1.4923,2.2292,FALSE,TRUE,0,0.1402,6,0.054,20,7,10,9,12,3.2569,2.2614
47,"xkern",FALSE,2.854441,0.597844,0.967322,-0.5123,0.6076,-0.8432,9.591,7.2174,1.3289,5.3705,4.5284,1.1859,0.8421,TRUE,TRUE,0.75,2.0877,6,0.054,20,7,10,9,12,3.2569,2.2614
47,"zero_pred",FALSE,17.448309,3.654434,NA,0,0.6076,0,0,7.2174,0,0,4.5284,0,4.5284,FALSE,FALSE,0,1.0629,6,0.054,20,7,10,9,12,3.2569,2.2614
47,"const_pred",FALSE,185.457921,38.842947,NA,17.0103,0.6076,27.9971,17.0103,7.2174,2.3569,17.0103,4.5284,3.7564,12.4819,FALSE,TRUE,0,1.0629,6,0.054,20,7,10,9,12,3.2569,2.2614
47,"ols_inter",FALSE,5.70445,1.19476,0.976837,-3.2243,0.6076,-5.3069,10.9051,7.2174,1.5109,5.1668,4.5284,1.141,0.6384,TRUE,TRUE,0.75,2.0877,6,0.054,20,7,10,9,12,3.2569,2.2614
48,"rlasso",FALSE,18.706236,3.384022,0.398547,-0.128,0.5,-0.256,4.2307,7.711,0.5487,8.0331,5.1313,1.5655,2.9018,FALSE,TRUE,0.25,1.7318,7,0.054,21,6,16,7,11,3.2307,2.1999
48,"rboost",FALSE,7.685836,1.390394,-0.445748,4.7383,0.5,9.4765,4.5236,7.711,0.5866,4.7183,5.1313,0.9195,0.413,FALSE,FALSE,0,0.8622,7,0.054,21,6,16,7,11,3.2307,2.1999
48,"rkern",FALSE,13.57729,2.456178,0.464726,0.6055,0.5,1.211,5.2905,7.711,0.6861,8.2249,5.1313,1.6029,3.0936,FALSE,TRUE,0.25,1.6624,7,0.054,21,6,16,7,11,3.2307,2.1999
48,"slasso",FALSE,3.484029,0.630273,0.690369,0.7811,0.5,1.5623,5.5467,7.711,0.7193,5.6417,5.1313,1.0995,0.5103,FALSE,FALSE,0.375,1.7419,7,0.054,21,6,16,7,11,3.2307,2.1999
48,"sboost",FALSE,40.744558,7.37083,-0.772963,9.3464,0.5,18.6929,-0.1819,7.711,-0.0236,2.1959,5.1313,0.4279,2.9354,FALSE,FALSE,0,0.4096,7,0.054,21,6,16,7,11,3.2307,2.1999
48,"skern",FALSE,19.892101,3.598549,0.595226,-3.4254,0.5,-6.8509,3.7201,7.711,0.4824,7.4992,5.1313,1.4615,2.3679,FALSE,TRUE,0.125,1.4933,7,0.054,21,6,16,7,11,3.2307,2.1999
48,"tlasso",FALSE,21.026195,3.803711,0.609482,-2.4654,0.5,-4.9307,6.1022,7.711,0.7914,8.6728,5.1313,1.6902,3.5415,FALSE,TRUE,0.25,1.7318,7,0.054,21,6,16,7,11,3.2307,2.1999
48,"tboost",FALSE,112.27014,20.310052,-0.821171,18.2173,0.5,36.4345,1.9056,7.711,0.2471,4.494,5.1313,0.8758,0.6373,FALSE,FALSE,0,0.1814,7,0.054,21,6,16,7,11,3.2307,2.1999
48,"tkern",FALSE,18.142239,3.281993,0.466795,-2.1579,0.5,-4.3158,1.8544,7.711,0.2405,7.4313,5.1313,1.4482,2.3,FALSE,TRUE,0,1.3203,7,0.054,21,6,16,7,11,3.2307,2.1999
48,"xlasso",FALSE,21.286959,3.850884,0.622392,-2.6929,0.5,-5.3858,6.1644,7.711,0.7994,8.6373,5.1313,1.6832,3.5059,FALSE,TRUE,0.25,1.7318,7,0.054,21,6,16,7,11,3.2307,2.1999
48,"xboost",FALSE,7.169861,1.297052,-0.761537,3.6246,0.5,7.2492,2.2235,7.711,0.2884,2.85,5.1313,0.5554,2.2813,FALSE,FALSE,0,0.6284,7,0.054,21,6,16,7,11,3.2307,2.1999
48,"xkern",FALSE,8.44545,1.527811,0.561546,0.3314,0.5,0.6627,5.25,7.711,0.6808,7.4013,5.1313,1.4424,2.27,FALSE,TRUE,0.25,1.7318,7,0.054,21,6,16,7,11,3.2307,2.1999
48,"zero_pred",FALSE,16.47104,2.979667,NA,0,0.5,0,0,7.711,0,0,5.1313,0,5.1313,FALSE,FALSE,0.125,1.2442,7,0.054,21,6,16,7,11,3.2307,2.1999
48,"const_pred",FALSE,127.551937,23.074581,NA,14.3654,0.5,28.7307,14.3654,7.711,1.863,14.3654,5.1313,2.7995,9.234,FALSE,TRUE,0.125,1.2442,7,0.054,21,6,16,7,11,3.2307,2.1999
48,"ols_inter",FALSE,21.422285,3.875364,0.611841,-2.6016,0.5,-5.2033,6.0697,7.711,0.7871,8.6043,5.1313,1.6768,3.473,FALSE,TRUE,0.25,1.7318,7,0.054,21,6,16,7,11,3.2307,2.1999
49,"rlasso",FALSE,8.44796,1.782525,NA,5.049,0.5186,9.7362,5.049,7.021,0.7191,5.049,3.2765,1.541,1.7725,FALSE,TRUE,0,0.8286,8,0.07,26,9,16,9,7,3.2438,2.2425
49,"rboost",FALSE,10.260332,2.164937,-0.352215,5.4759,0.5186,10.5594,5.463,7.021,0.7781,5.4604,3.2765,1.6665,2.1839,FALSE,TRUE,0.125,1.0579,8,0.07,26,9,16,9,7,3.2438,2.2425
49,"rkern",FALSE,9.036797,1.90677,0.459979,2.5293,0.5186,4.8774,6.2982,7.021,0.8971,3.7366,3.2765,1.1404,0.4601,TRUE,TRUE,0,0.8816,8,0.07,26,9,16,9,7,3.2438,2.2425
49,"slasso",FALSE,3.922881,0.82773,0.795937,1.5481,0.5186,2.9854,7.5288,7.021,1.0723,3.1886,3.2765,0.9732,0.0878,TRUE,FALSE,0.5,2.1025,8,0.07,26,9,16,9,7,3.2438,2.2425
49,"sboost",FALSE,49.141162,10.368816,-0.495437,7.9327,0.5186,15.2971,4.2972,7.021,0.6121,5.2912,3.2765,1.6149,2.0147,FALSE,TRUE,0,0.6037,8,0.07,26,9,16,9,7,3.2438,2.2425
49,"skern",FALSE,7.389168,1.559119,0.505713,1.4447,0.5186,2.7859,5.9319,7.021,0.8449,2.8824,3.2765,0.8797,0.3941,TRUE,FALSE,0,1.1213,8,0.07,26,9,16,9,7,3.2438,2.2425
49,"tlasso",FALSE,4.424679,0.93361,0.80035,0.5778,0.5186,1.1143,7.9297,7.021,1.1294,2.7143,3.2765,0.8284,0.5622,TRUE,FALSE,0.5,2.1209,8,0.07,26,9,16,9,7,3.2438,2.2425
49,"tboost",FALSE,53.999734,11.393978,-0.42585,10.6909,0.5186,20.6157,5.3411,7.021,0.7607,2.6493,3.2765,0.8086,0.6271,FALSE,FALSE,0,0.2846,8,0.07,26,9,16,9,7,3.2438,2.2425
49,"tkern",FALSE,10.622256,2.241303,0.483315,0.4672,0.5186,0.901,6.075,7.021,0.8653,2.924,3.2765,0.8924,0.3525,TRUE,FALSE,0,0.9842,8,0.07,26,9,16,9,7,3.2438,2.2425
49,"xlasso",FALSE,3.277367,0.691526,0.862614,2.6199,0.5186,5.0521,6.7892,7.021,0.967,4.2832,3.2765,1.3073,1.0067,TRUE,TRUE,0.75,2.265,8,0.07,26,9,16,9,7,3.2438,2.2425
49,"xboost",FALSE,15.844904,3.343285,-0.618262,6.4057,0.5186,12.3523,5.555,7.021,0.7912,6.1234,3.2765,1.8689,2.8469,FALSE,TRUE,0,0.8259,8,0.07,26,9,16,9,7,3.2438,2.2425
49,"xkern",FALSE,8.775637,1.851665,0.103824,5.1679,0.5186,9.9655,5.3201,7.021,0.7577,5.0045,3.2765,1.5274,1.7281,FALSE,TRUE,0.5,1.2828,8,0.07,26,9,16,9,7,3.2438,2.2425
49,"zero_pred",FALSE,14.369758,3.032028,NA,0,0.5186,0,0,7.021,0,0,3.2765,0,3.2765,FALSE,FALSE,0,0.8286,8,0.07,26,9,16,9,7,3.2438,2.2425
49,"const_pred",FALSE,202.17708,42.659492,NA,17.1639,0.5186,33.0979,17.1639,7.021,2.4447,17.1639,3.2765,5.2385,13.8874,FALSE,TRUE,0,0.8286,8,0.07,26,9,16,9,7,3.2438,2.2425
49,"ols_inter",FALSE,4.212213,0.88878,0.8037,0.4143,0.5186,0.7989,7.8659,7.021,1.1203,2.6242,3.2765,0.8009,0.6523,TRUE,FALSE,0.5,2.1209,8,0.07,26,9,16,9,7,3.2438,2.2425
50,"rlasso",FALSE,9.346669,2.452321,NA,5.4467,0.7897,6.8972,5.4467,7.4264,0.7334,5.4467,3.8491,1.415,1.5976,FALSE,TRUE,0.25,1.1667,9,0.054,22,5,10,7,9,3.2158,2.1954
50,"rboost",FALSE,3.911269,1.026215,0.708287,3.6399,0.7897,4.6092,7.3544,7.4264,0.9903,4.7586,3.8491,1.2363,0.9095,TRUE,TRUE,0.75,2.2295,9,0.054,22,5,10,7,9,3.2158,2.1954
50,"rkern",FALSE,9.939421,2.607843,0.561646,5.174,0.7897,6.5519,8.3662,7.4264,1.1265,4.9563,3.8491,1.2876,1.1071,FALSE,TRUE,0.5,2.1273,9,0.054,22,5,10,7,9,3.2158,2.1954
50,"slasso",FALSE,8.220179,2.156759,0.737355,3.3583,0.7897,4.2526,9.2842,7.4264,1.2502,3.7827,3.8491,0.9827,0.0664,TRUE,FALSE,0.5,2.1093,9,0.054,22,5,10,7,9,3.2158,2.1954
50,"sboost",FALSE,22.228615,5.832206,-0.074801,5.0392,0.7897,6.3811,5.1136,7.4264,0.6886,5.5522,3.8491,1.4425,1.7031,FALSE,TRUE,0,0.677,9,0.054,22,5,10,7,9,3.2158,2.1954
50,"skern",FALSE,7.931533,2.081026,0.813947,-2.4483,0.7897,-3.1003,6.9074,7.4264,0.9301,4.9007,3.8491,1.2732,1.0516,TRUE,TRUE,0.625,2.1296,9,0.054,22,5,10,7,9,3.2158,2.1954
50,"tlasso",FALSE,5.961968,1.564264,0.88375,-1.9092,0.7897,-2.4177,8.0099,7.4264,1.0786,3.7278,3.8491,0.9685,0.1213,TRUE,FALSE,0.5,2.118,9,0.054,22,5,10,7,9,3.2158,2.1954
50,"tboost",FALSE,137.689394,36.126086,-0.14786,15.5517,0.7897,19.6933,9.5538,7.4264,1.2865,5.5651,3.8491,1.4458,1.716,FALSE,TRUE,0,0.6895,9,0.054,22,5,10,7,9,3.2158,2.1954
50,"tkern",FALSE,44.21572,11.601045,0.393325,-0.7404,0.7897,-0.9376,8.1461,7.4264,1.0969,4.9983,3.8491,1.2986,1.1492,TRUE,TRUE,0.375,1.8345,9,0.054,22,5,10,7,9,3.2158,2.1954
50,"xlasso",FALSE,2.912777,0.764236,0.872505,1.7534,0.7897,2.2203,8.3973,7.4264,1.1307,4.0332,3.8491,1.0478,0.1841,TRUE,FALSE,0.625,2.2589,9,0.054,22,5,10,7,9,3.2158,2.1954
50,"xboost",FALSE,10.87157,2.852415,0.52147,4.4718,0.7897,5.6627,11.4165,7.4264,1.5373,5.058,3.8491,1.3141,1.2089,TRUE,TRUE,0.625,2.2589,9,0.054,22,5,10,7,9,3.2158,2.1954
50,"xkern",FALSE,7.729311,2.027969,0.310979,5.4273,0.7897,6.8726,7.015,7.4264,0.9446,5.146,3.8491,1.3369,1.2969,FALSE,TRUE,0.875,2.3467,9,0.054,22,5,10,7,9,3.2158,2.1954
50,"zero_pred",FALSE,13.295856,3.488484,NA,0,0.7897,0,0,7.4264,0,0,3.8491,0,3.8491,FALSE,FALSE,0.25,1.1667,9,0.054,22,5,10,7,9,3.2158,2.1954
50,"const_pred",FALSE,221.194788,58.035711,NA,17.8311,0.7897,22.5798,17.8311,7.4264,2.401,17.8311,3.8491,4.6325,13.982,FALSE,TRUE,0.25,1.1667,9,0.054,22,5,10,7,9,3.2158,2.1954
50,"ols_inter",FALSE,6.741875,1.768891,0.886309,-2.2944,0.7897,-2.9054,7.8196,7.4264,1.0529,3.6682,3.8491,0.953,0.181,TRUE,FALSE,0.5,2.118,9,0.054,22,5,10,7,9,3.2158,2.1954
51,"rlasso",FALSE,6.507122,1.364767,0.799174,-2.9476,0.7856,-3.752,6.8388,7.3509,0.9303,5.1932,5.201,0.9985,0.0078,TRUE,FALSE,0.875,2.2301,10,0.074,31,6,12,9,10,3.2419,2.2422
51,"rboost",FALSE,7.7177,1.618667,0.188261,4.9239,0.7856,6.2677,6.4386,7.3509,0.8759,5.7998,5.201,1.1151,0.5988,TRUE,TRUE,0.375,1.8044,10,0.074,31,6,12,9,10,3.2419,2.2422
51,"rkern",FALSE,6.282712,1.317701,0.894514,-3.883,0.7856,-4.9427,7.3307,7.3509,0.9973,5.388,5.201,1.036,0.1871,TRUE,FALSE,0.75,2.2197,10,0.074,31,6,12,9,10,3.2419,2.2422
51,"slasso",FALSE,10.907562,2.287691,0.94885,-5.3968,0.7856,-6.8696,8.434,7.3509,1.1474,5.3096,5.201,1.0209,0.1086,TRUE,FALSE,0.875,2.2301,10,0.074,31,6,12,9,10,3.2419,2.2422
51,"sboost",FALSE,26.809376,5.622847,-0.220473,9.1658,0.7856,11.6671,7.3096,7.3509,0.9944,6.5001,5.201,1.2498,1.2991,FALSE,TRUE,0,0.6938,10,0.074,31,6,12,9,10,3.2419,2.2422
51,"skern",FALSE,3.516181,0.737464,0.852486,-1.2945,0.7856,-1.6478,7.5669,7.3509,1.0294,5.8396,5.201,1.1228,0.6386,TRUE,TRUE,0.75,2.1958,10,0.074,31,6,12,9,10,3.2419,2.2422
51,"tlasso",FALSE,11.180247,2.344882,0.947958,-5.4841,0.7856,-6.9807,8.5411,7.3509,1.1619,5.4222,5.201,1.0425,0.2212,TRUE,FALSE,0.875,2.2301,10,0.074,31,6,12,9,10,3.2419,2.2422
51,"tboost",FALSE,301.32962,63.199177,-0.918189,29.8831,0.7856,38.0383,-0.5658,7.3509,-0.077,4.7145,5.201,0.9065,0.4864,FALSE,FALSE,0,0.1914,10,0.074,31,6,12,9,10,3.2419,2.2422
51,"tkern",FALSE,4.346238,0.911555,0.484119,3.3283,0.7856,4.2367,7.376,7.3509,1.0034,6.23,5.201,1.1979,1.029,TRUE,TRUE,0.625,1.9367,10,0.074,31,6,12,9,10,3.2419,2.2422
51,"xlasso",FALSE,15.351844,3.219809,0.945562,-6.5594,0.7856,-8.3495,8.7066,7.3509,1.1844,5.4126,5.201,1.0407,0.2117,TRUE,FALSE,0.875,2.2301,10,0.074,31,6,12,9,10,3.2419,2.2422
51,"xboost",FALSE,5.189503,1.088417,0.592043,0.8251,0.7856,1.0502,8.235,7.3509,1.1203,6.6687,5.201,1.2822,1.4677,TRUE,TRUE,0.5,1.9501,10,0.074,31,6,12,9,10,3.2419,2.2422
51,"xkern",FALSE,6.280256,1.317185,-0.016065,4.8448,0.7856,6.167,7.6616,7.3509,1.0423,6.3463,5.201,1.2202,1.1453,TRUE,TRUE,0.625,2.1728,10,0.074,31,6,12,9,10,3.2419,2.2422
51,"zero_pred",FALSE,15.650514,3.282451,NA,0,0.7856,0,0,7.3509,0,0,5.201,0,5.201,FALSE,FALSE,0,0.8681,10,0.074,31,6,12,9,10,3.2419,2.2422
51,"const_pred",FALSE,216.110355,45.325768,NA,17.8454,0.7856,22.7154,17.8454,7.3509,2.4276,17.8454,5.201,3.4312,12.6444,FALSE,TRUE,0,0.8681,10,0.074,31,6,12,9,10,3.2419,2.2422
51,"ols_inter",FALSE,17.168925,3.600914,0.944586,-6.9579,0.7856,-8.8567,8.7258,7.3509,1.187,5.3699,5.201,1.0325,0.169,TRUE,FALSE,0.875,2.2301,10,0.074,31,6,12,9,10,3.2419,2.2422
52,"rlasso",FALSE,2.820244,0.55926,0.826174,2.5931,0.565,4.5899,5.7872,7.5856,0.7629,4.6281,4.1925,1.1039,0.4356,TRUE,TRUE,0.625,2.1852,11,0.052,17,9,17,6,9,3.1965,2.2438
52,"rboost",FALSE,3.302336,0.65486,0.832328,-0.8588,0.565,-1.5201,7.0422,7.5856,0.9284,2.2154,4.1925,0.5284,1.9771,TRUE,FALSE,0.5,2.095,11,0.052,17,9,17,6,9,3.1965,2.2438
52,"rkern",FALSE,4.997136,0.990943,0.717908,-0.7199,0.565,-1.2742,7.2229,7.5856,0.9522,2.0233,4.1925,0.4826,2.1692,TRUE,FALSE,0.625,2.2189,11,0.052,17,9,17,6,9,3.1965,2.2438
52,"slasso",FALSE,2.076763,0.411827,0.831392,0.734,0.565,1.2992,6.9396,7.5856,0.9148,4.0814,4.1925,0.9735,0.1111,TRUE,FALSE,0.625,2.1155,11,0.052,17,9,17,6,9,3.1965,2.2438
52,"sboost",FALSE,11.690109,2.318174,0.256516,3.2344,0.565,5.7251,5.4382,7.5856,0.7169,0.8591,4.1925,0.2049,3.3333,FALSE,FALSE,0.25,1.8367,11,0.052,17,9,17,6,9,3.1965,2.2438
52,"skern",FALSE,8.197778,1.625637,0.564638,-1.3425,0.565,-2.3762,7.1767,7.5856,0.9461,2.2764,4.1925,0.543,1.9161,TRUE,FALSE,0.5,2.0341,11,0.052,17,9,17,6,9,3.1965,2.2438
52,"tlasso",FALSE,6.006381,1.191078,0.656667,-0.1386,0.565,-0.2453,7.0263,7.5856,0.9263,3.3119,4.1925,0.7899,0.8806,TRUE,FALSE,0.25,1.558,11,0.052,17,9,17,6,9,3.1965,2.2438
52,"tboost",FALSE,59.099019,11.719462,0.28145,-1.5009,0.565,-2.6567,7.7847,7.5856,1.0262,-1.0357,4.1925,-0.247,5.2282,TRUE,FALSE,0,0.9633,11,0.052,17,9,17,6,9,3.1965,2.2438
52,"tkern",TRUE,NA,NA,NA,NA,0.565,NA,NA,7.5856,NA,NA,4.1925,NA,NA,NA,NA,NA,NA,11,0.052,17,9,17,6,9,3.1965,2.2438
52,"xlasso",FALSE,1.439883,0.285532,0.930943,1.5514,0.565,2.746,6.782,7.5856,0.8941,4.5427,4.1925,1.0835,0.3502,TRUE,FALSE,0.75,2.3753,11,0.052,17,9,17,6,9,3.1965,2.2438
52,"xboost",FALSE,4.744529,0.94085,0.834605,-1.7676,0.565,-3.1288,7.2841,7.5856,0.9602,2.4837,4.1925,0.5924,1.7088,TRUE,FALSE,0.5,1.9819,11,0.052,17,9,17,6,9,3.1965,2.2438
52,"xkern",TRUE,NA,NA,NA,NA,0.565,NA,NA,7.5856,NA,NA,4.1925,NA,NA,NA,NA,NA,NA,11,0.052,17,9,17,6,9,3.1965,2.2438
52,"zero_pred",FALSE,14.662583,2.907622,NA,0,0.565,0,0,7.5856,0,0,4.1925,0,4.1925,FALSE,FALSE,0.125,0.927,11,0.052,17,9,17,6,9,3.1965,2.2438
52,"const_pred",FALSE,90.343618,17.915333,NA,12.3483,0.565,21.8568,12.3483,7.5856,1.6279,12.3483,4.1925,2.9453,8.1558,FALSE,TRUE,0.125,0.927,11,0.052,17,9,17,6,9,3.1965,2.2438
52,"ols_inter",FALSE,3.999111,0.793032,0.768123,-0.6025,0.565,-1.0665,7.4176,7.5856,0.9779,3.4868,4.1925,0.8317,0.7057,TRUE,FALSE,0.375,1.8094,11,0.052,17,9,17,6,9,3.1965,2.2438
53,"rlasso",FALSE,2.484551,0.45466,0.892052,-0.9983,0.5157,-1.936,8.7545,8.1276,1.0771,7.8042,6.1166,1.2759,1.6875,TRUE,TRUE,0.875,2.3207,12,0.054,21,6,13,8,14,3.2441,2.26
53,"rboost",FALSE,13.349023,2.442801,NA,6.2584,0.5157,12.1367,6.2584,8.1276,0.77,6.2584,6.1166,1.0232,0.1418,FALSE,FALSE,0,0.9814,12,0.054,21,6,13,8,14,3.2441,2.26
53,"rkern",FALSE,1.620507,0.296544,0.871599,0.5773,0.5157,1.1196,6.8392,8.1276,0.8415,6.5144,6.1166,1.065,0.3977,TRUE,FALSE,0.75,2.1031,12,0.054,21,6,13,8,14,3.2441,2.26
53,"slasso",FALSE,2.669449,0.488495,0.936974,-1.6183,0.5157,-3.1383,9.4623,8.1276,1.1642,8.0801,6.1166,1.321,1.9635,TRUE,TRUE,1,2.371,12,0.054,21,6,13,8,14,3.2441,2.26
53,"sboost",FALSE,20.870902,3.819265,-0.316708,6.4175,0.5157,12.4453,3.5674,8.1276,0.4389,5.2662,6.1166,0.861,0.8504,FALSE,FALSE,0,0.8301,12,0.054,21,6,13,8,14,3.2441,2.26
53,"skern",FALSE,5.617538,1.02798,0.848705,-2.3398,0.5157,-4.5375,7.254,8.1276,0.8925,7.4161,6.1166,1.2125,1.2995,FALSE,TRUE,0.75,2.1212,12,0.054,21,6,13,8,14,3.2441,2.26
53,"tlasso",FALSE,4.182605,0.765395,0.92196,-2.2908,0.5157,-4.4424,9.7199,8.1276,1.1959,8.5005,6.1166,1.3897,2.3839,TRUE,TRUE,1,2.371,12,0.054,21,6,13,8,14,3.2441,2.26
53,"tboost",FALSE,325.3078,59.529609,-0.928444,30.6378,0.5157,59.4152,-3.5155,8.1276,-0.4325,1.3779,6.1166,0.2253,4.7387,FALSE,FALSE,0,0.1453,12,0.054,21,6,13,8,14,3.2441,2.26
53,"tkern",FALSE,6.097181,1.115752,0.802964,-2.5236,0.5157,-4.894,6.4377,8.1276,0.7921,7.1018,6.1166,1.1611,0.9852,FALSE,TRUE,0.125,1.5636,12,0.054,21,6,13,8,14,3.2441,2.26
53,"xlasso",FALSE,2.580043,0.472134,0.932715,-1.372,0.5157,-2.6607,9.4509,8.1276,1.1628,8.1635,6.1166,1.3347,2.0469,TRUE,TRUE,1,2.371,12,0.054,21,6,13,8,14,3.2441,2.26
53,"xboost",FALSE,15.06314,2.756475,0.00237,6.5663,0.5157,12.7339,6.5555,8.1276,0.8066,6.5892,6.1166,1.0773,0.4726,FALSE,FALSE,0.25,0.8713,12,0.054,21,6,13,8,14,3.2441,2.26
53,"xkern",FALSE,1.565979,0.286566,0.892918,0.1601,0.5157,0.3105,7.5149,8.1276,0.9246,7.1308,6.1166,1.1658,1.0142,TRUE,TRUE,0.75,2.1031,12,0.054,21,6,13,8,14,3.2441,2.26
53,"zero_pred",FALSE,17.248673,3.156416,NA,0,0.5157,0,0,8.1276,0,0,6.1166,0,6.1166,FALSE,FALSE,0,0.9814,12,0.054,21,6,13,8,14,3.2441,2.26
53,"const_pred",FALSE,210.328364,38.48898,NA,17.7557,0.5157,34.4333,17.7557,8.1276,2.1846,17.7557,6.1166,2.9029,11.6391,FALSE,TRUE,0,0.9814,12,0.054,21,6,13,8,14,3.2441,2.26
53,"ols_inter",FALSE,4.400993,0.805358,0.920215,-2.4055,0.5157,-4.665,9.6409,8.1276,1.1862,8.4604,6.1166,1.3832,2.3438,TRUE,TRUE,1,2.371,12,0.054,21,6,13,8,14,3.2441,2.26
