"learner","metric","value","metric_group","base_method","meta_type"
"tlasso","sign_both_rate",0.858696,"sign_recovery","lasso","T-learner"
"tlasso","sign_sg2_ate_q1",0.956522,"sign_recovery","lasso","T-learner"
"tlasso","sign_sg2_ate_q4",0.782609,"sign_recovery","lasso","T-learner"
"tlasso","rec_sg1_p10",0.23827,"recovery_ratio_sg1","lasso","T-learner"
"tlasso","rec_sg1_p25",0.39815,"recovery_ratio_sg1","lasso","T-learner"
"tlasso","rec_sg1_p50",0.62415,"recovery_ratio_sg1","lasso","T-learner"
"tlasso","rec_sg1_p75",0.8276,"recovery_ratio_sg1","lasso","T-learner"
"tlasso","rec_sg1_p90",0.99996,"recovery_ratio_sg1","lasso","T-learner"
"tlasso","rec_sg2_p10",-0.05208,"recovery_ratio_sg2","lasso","T-learner"
"tlasso","rec_sg2_p25",0.20105,"recovery_ratio_sg2","lasso","T-learner"
"tlasso","rec_sg2_p50",0.55075,"recovery_ratio_sg2","lasso","T-learner"
"tlasso","rec_sg2_p75",0.964175,"recovery_ratio_sg2","lasso","T-learner"
"tlasso","rec_sg2_p90",1.22191,"recovery_ratio_sg2","lasso","T-learner"
"tlasso","ate_bias_mean",0.090673,"ate_bias","lasso","T-learner"
"tlasso","ate_bias_sd",1.065269,"ate_bias","lasso","T-learner"
"tlasso","bias_sq",1.136852,"other","lasso","T-learner"
"tlasso","variance",5.243743,"other","lasso","T-learner"
"tlasso","norm_bias_sq",0.076307,"bias_variance","lasso","T-learner"
"tlasso","norm_variance",0.356715,"bias_variance","lasso","T-learner"
"xboost","mse_median",10.469098,"MSE","boost","X-learner"
"xboost","mse_p10",6.818273,"MSE","boost","X-learner"
"xboost","mse_p25",8.172161,"MSE","boost","X-learner"
"xboost","mse_p75",14.034916,"MSE","boost","X-learner"
"xboost","mse_p90",16.720397,"MSE","boost","X-learner"
"xboost","mse_mean",11.655351,"MSE","boost","X-learner"
"xboost","nmse_median",0.71225,"nMSE","boost","X-learner"
"xboost","nmse_p10",0.46102,"nMSE","boost","X-learner"
"xboost","nmse_p25",0.5585,"nMSE","boost","X-learner"
"xboost","nmse_p75",0.921775,"nMSE","boost","X-learner"
"xboost","nmse_p90",1.12869,"nMSE","boost","X-learner"
"xboost","nmse_mean",0.789265,"nMSE","boost","X-learner"
"xboost","pct_beats_zero",0.842391,"vs_zero_pred","boost","X-learner"
"xboost","pct_worse_zero",0.157609,"vs_zero_pred","boost","X-learner"
"xboost","rank_corr_mean",0.618036,"rank_correlation","boost","X-learner"
"xboost","rank_corr_sd",0.177872,"rank_correlation","boost","X-learner"
"xboost","rank_corr_p10",0.39471,"rank_correlation","boost","X-learner"
"xboost","rank_corr_p50",0.6533,"rank_correlation","boost","X-learner"
"xboost","rank_corr_p90",0.79274,"rank_correlation","boost","X-learner"
"xboost","sign_sg1_rate",0.918478,"sign_recovery","boost","X-learner"
"xboost","sign_sg2_rate",0.815217,"sign_recovery","boost","X-learner"
"xboost","sign_both_rate",0.73913,"sign_recovery","boost","X-learner"
"xboost","sign_sg2_ate_q1",0.913043,"sign_recovery","boost","X-learner"
"xboost","sign_sg2_ate_q4",0.717391,"sign_recovery","boost","X-learner"
"xboost","rec_sg1_p10",0.073,"recovery_ratio_sg1","boost","X-learner"
"xboost","rec_sg1_p25",0.309975,"recovery_ratio_sg1","boost","X-learner"
"xboost","rec_sg1_p50",0.5487,"recovery_ratio_sg1","boost","X-learner"
"xboost","rec_sg1_p75",0.827675,"recovery_ratio_sg1","boost","X-learner"
"xboost","rec_sg1_p90",1.00887,"recovery_ratio_sg1","boost","X-learner"
"xboost","rec_sg2_p10",-0.2627,"recovery_ratio_sg2","boost","X-learner"
"xboost","rec_sg2_p25",0.11205,"recovery_ratio_sg2","boost","X-learner"
"xboost","rec_sg2_p50",0.5263,"recovery_ratio_sg2","boost","X-learner"
"xboost","rec_sg2_p75",0.988775,"recovery_ratio_sg2","boost","X-learner"
"xboost","rec_sg2_p90",1.38512,"recovery_ratio_sg2","boost","X-learner"
"xboost","ate_bias_mean",-0.001685,"ate_bias","boost","X-learner"
"xboost","ate_bias_sd",1.21517,"ate_bias","boost","X-learner"
"xboost","bias_sq",1.468616,"other","boost","X-learner"
"xboost","variance",10.186735,"other","boost","X-learner"
"xboost","norm_bias_sq",0.098576,"bias_variance","boost","X-learner"
"xboost","norm_variance",0.690689,"bias_variance","boost","X-learner"
"xkern","mse_median",6.003787,"MSE","kernel","X-learner"
"xkern","mse_p10",2.438495,"MSE","kernel","X-learner"
"xkern","mse_p25",3.48769,"MSE","kernel","X-learner"
"xkern","mse_p75",8.24898,"MSE","kernel","X-learner"
"xkern","mse_p90",12.382372,"MSE","kernel","X-learner"
"xkern","mse_mean",6.666357,"MSE","kernel","X-learner"
"xkern","nmse_median",0.3883,"nMSE","kernel","X-learner"
"xkern","nmse_p10",0.16454,"nMSE","kernel","X-learner"
"xkern","nmse_p25",0.243775,"nMSE","kernel","X-learner"
"xkern","nmse_p75",0.54045,"nMSE","kernel","X-learner"
"xkern","nmse_p90",0.82694,"nMSE","kernel","X-learner"
"xkern","nmse_mean",0.449709,"nMSE","kernel","X-learner"
"xkern","pct_beats_zero",0.940217,"vs_zero_pred","kernel","X-learner"
"xkern","pct_worse_zero",0.059783,"vs_zero_pred","kernel","X-learner"
"xkern","rank_corr_mean",0.837382,"rank_correlation","kernel","X-learner"
"xkern","rank_corr_sd",0.121371,"rank_correlation","kernel","X-learner"
"xkern","rank_corr_p10",0.63591,"rank_correlation","kernel","X-learner"
"xkern","rank_corr_p50",0.87315,"rank_correlation","kernel","X-learner"
"xkern","rank_corr_p90",0.9559,"rank_correlation","kernel","X-learner"
"xkern","sign_sg1_rate",0.978261,"sign_recovery","kernel","X-learner"
"xkern","sign_sg2_rate",0.891304,"sign_recovery","kernel","X-learner"
"xkern","sign_both_rate",0.869565,"sign_recovery","kernel","X-learner"
"xkern","sign_sg2_ate_q1",0.934783,"sign_recovery","kernel","X-learner"
"xkern","sign_sg2_ate_q4",0.804348,"sign_recovery","kernel","X-learner"
"xkern","rec_sg1_p10",0.28297,"recovery_ratio_sg1","kernel","X-learner"
"xkern","rec_sg1_p25",0.4578,"recovery_ratio_sg1","kernel","X-learner"
"xkern","rec_sg1_p50",0.72925,"recovery_ratio_sg1","kernel","X-learner"
"xkern","rec_sg1_p75",0.957925,"recovery_ratio_sg1","kernel","X-learner"
"xkern","rec_sg1_p90",1.16427,"recovery_ratio_sg1","kernel","X-learner"
"xkern","rec_sg2_p10",-0.02533,"recovery_ratio_sg2","kernel","X-learner"
"xkern","rec_sg2_p25",0.281,"recovery_ratio_sg2","kernel","X-learner"
"xkern","rec_sg2_p50",0.63335,"recovery_ratio_sg2","kernel","X-learner"
"xkern","rec_sg2_p75",1.066275,"recovery_ratio_sg2","kernel","X-learner"
"xkern","rec_sg2_p90",1.45579,"recovery_ratio_sg2","kernel","X-learner"
"xkern","ate_bias_mean",0.036677,"ate_bias","kernel","X-learner"
"xkern","ate_bias_sd",1.096024,"ate_bias","kernel","X-learner"
"xkern","bias_sq",1.196085,"other","kernel","X-learner"
"xkern","variance",5.470271,"other","kernel","X-learner"
"xkern","norm_bias_sq",0.080283,"bias_variance","kernel","X-learner"
"xkern","norm_variance",0.369425,"bias_variance","kernel","X-learner"
"xlasso","mse_median",6.005555,"MSE","lasso","X-learner"
"xlasso","mse_p10",2.467709,"MSE","lasso","X-learner"
"xlasso","mse_p25",4.061662,"MSE","lasso","X-learner"
"xlasso","mse_p75",8.913514,"MSE","lasso","X-learner"
"xlasso","mse_p90",11.478517,"MSE","lasso","X-learner"
"xlasso","mse_mean",6.671964,"MSE","lasso","X-learner"
"xlasso","nmse_median",0.39745,"nMSE","lasso","X-learner"
"xlasso","nmse_p10",0.17117,"nMSE","lasso","X-learner"
"xlasso","nmse_p25",0.274475,"nMSE","lasso","X-learner"
"xlasso","nmse_p75",0.60805,"nMSE","lasso","X-learner"
"xlasso","nmse_p90",0.76627,"nMSE","lasso","X-learner"
"xlasso","nmse_mean",0.450777,"nMSE","lasso","X-learner"
"xlasso","pct_beats_zero",0.972826,"vs_zero_pred","lasso","X-learner"
"xlasso","pct_worse_zero",0.027174,"vs_zero_pred","lasso","X-learner"
"xlasso","rank_corr_mean",0.807247,"rank_correlation","lasso","X-learner"
"xlasso","rank_corr_sd",0.149753,"rank_correlation","lasso","X-learner"
"xlasso","rank_corr_p10",0.66538,"rank_correlation","lasso","X-learner"
"xlasso","rank_corr_p50",0.8326,"rank_correlation","lasso","X-learner"
"xlasso","rank_corr_p90",0.94831,"rank_correlation","lasso","X-learner"
"xlasso","sign_sg1_rate",0.967391,"sign_recovery","lasso","X-learner"
"xlasso","sign_sg2_rate",0.804348,"sign_recovery","lasso","X-learner"
"xlasso","sign_both_rate",0.771739,"sign_recovery","lasso","X-learner"
"xlasso","sign_sg2_ate_q1",0.869565,"sign_recovery","lasso","X-learner"
"xlasso","sign_sg2_ate_q4",0.695652,"sign_recovery","lasso","X-learner"
"xlasso","rec_sg1_p10",0.23093,"recovery_ratio_sg1","lasso","X-learner"
"xlasso","rec_sg1_p25",0.388425,"recovery_ratio_sg1","lasso","X-learner"
"xlasso","rec_sg1_p50",0.59425,"recovery_ratio_sg1","lasso","X-learner"
"xlasso","rec_sg1_p75",0.777775,"recovery_ratio_sg1","lasso","X-learner"
"xlasso","rec_sg1_p90",0.97293,"recovery_ratio_sg1","lasso","X-learner"
"xlasso","rec_sg2_p10",-0.19803,"recovery_ratio_sg2","lasso","X-learner"
"xlasso","rec_sg2_p25",0.101725,"recovery_ratio_sg2","lasso","X-learner"
"xlasso","rec_sg2_p50",0.4679,"recovery_ratio_sg2","lasso","X-learner"
"xlasso","rec_sg2_p75",0.911025,"recovery_ratio_sg2","lasso","X-learner"
"xlasso","rec_sg2_p90",1.14276,"recovery_ratio_sg2","lasso","X-learner"
"xlasso","ate_bias_mean",0.037958,"ate_bias","lasso","X-learner"
"xlasso","ate_bias_sd",1.078206,"ate_bias","lasso","X-learner"
"xlasso","bias_sq",1.157651,"other","lasso","X-learner"
"xlasso","variance",5.514314,"other","lasso","X-learner"
"xlasso","norm_bias_sq",0.077703,"bias_variance","lasso","X-learner"
"xlasso","norm_variance",0.373073,"bias_variance","lasso","X-learner"
"zero_pred","mse_median",15.283478,"MSE","baseline","Baseline"
"zero_pred","mse_p10",13.033628,"MSE","baseline","Baseline"
"zero_pred","mse_p25",14.056914,"MSE","baseline","Baseline"
"zero_pred","mse_p75",16.410591,"MSE","baseline","Baseline"
"zero_pred","mse_p90",17.564696,"MSE","baseline","Baseline"
"zero_pred","mse_mean",15.297761,"MSE","baseline","Baseline"
"zero_pred","nmse_median",1.0184,"nMSE","baseline","Baseline"
"zero_pred","nmse_p10",0.99471,"nMSE","baseline","Baseline"
"zero_pred","nmse_p25",1.00415,"nMSE","baseline","Baseline"
"zero_pred","nmse_p75",1.04375,"nMSE","baseline","Baseline"
"zero_pred","nmse_p90",1.06942,"nMSE","baseline","Baseline"
"zero_pred","nmse_mean",1.027274,"nMSE","baseline","Baseline"
"zero_pred","pct_beats_zero",0,"vs_zero_pred","baseline","Baseline"
"zero_pred","pct_worse_zero",0,"vs_zero_pred","baseline","Baseline"
"zero_pred","rank_corr_mean",NA,"rank_correlation","baseline","Baseline"
"zero_pred","rank_corr_sd",NA,"rank_correlation","baseline","Baseline"
"zero_pred","rank_corr_p10",NA,"rank_correlation","baseline","Baseline"
"zero_pred","rank_corr_p50",NA,"rank_correlation","baseline","Baseline"
"zero_pred","rank_corr_p90",NA,"rank_correlation","baseline","Baseline"
"zero_pred","sign_sg1_rate",0,"sign_recovery","baseline","Baseline"
"zero_pred","sign_sg2_rate",0,"sign_recovery","baseline","Baseline"
"zero_pred","sign_both_rate",0,"sign_recovery","baseline","Baseline"
"zero_pred","sign_sg2_ate_q1",0,"sign_recovery","baseline","Baseline"
"zero_pred","sign_sg2_ate_q4",0,"sign_recovery","baseline","Baseline"
"zero_pred","rec_sg1_p10",0,"recovery_ratio_sg1","baseline","Baseline"
"zero_pred","rec_sg1_p25",0,"recovery_ratio_sg1","baseline","Baseline"
"zero_pred","rec_sg1_p50",0,"recovery_ratio_sg1","baseline","Baseline"
"zero_pred","rec_sg1_p75",0,"recovery_ratio_sg1","baseline","Baseline"
"zero_pred","rec_sg1_p90",0,"recovery_ratio_sg1","baseline","Baseline"
"zero_pred","rec_sg2_p10",0,"recovery_ratio_sg2","baseline","Baseline"
"zero_pred","rec_sg2_p25",0,"recovery_ratio_sg2","baseline","Baseline"
"zero_pred","rec_sg2_p50",0,"recovery_ratio_sg2","baseline","Baseline"
"zero_pred","rec_sg2_p75",0,"recovery_ratio_sg2","baseline","Baseline"
"zero_pred","rec_sg2_p90",0,"recovery_ratio_sg2","baseline","Baseline"
"zero_pred","ate_bias_mean",0.671787,"ate_bias","baseline","Baseline"
"zero_pred","ate_bias_sd",0.312658,"ate_bias","baseline","Baseline"
"zero_pred","bias_sq",0.548522,"other","baseline","Baseline"
"zero_pred","variance",14.749238,"other","baseline","Baseline"
"zero_pred","norm_bias_sq",0.036818,"bias_variance","baseline","Baseline"
"zero_pred","norm_variance",0.990456,"bias_variance","baseline","Baseline"
