"iter","seed","tau_mean","tau_sd","tau_p5","tau_p25","tau_p50","tau_p75","tau_p95","tau_min","tau_max","pct_beneficial","n_treated","n_control","pct_treated","propensity_mean","propensity_sd","propensity_p5","propensity_p95","ATT","ATC","ATT_ATC_gap","prop_tau_corr","snr","overlap_min","overlap_max","pct_near_boundary"
24,24,-0.699999999999999,3.78824187785674,-6.78320759658263,-3.46466589501535,-0.569414743373613,1.99702865689683,5.77559472644284,-9.31567689572368,9.8424983991587,0.566666666666667,143,157,0.476666666666667,0.421883345900107,0.293156724161703,0.05,0.872282424606736,-1.53891976708465,0.06411163498793,-1.60303140207258,-0.38645814832275,0.757648375571348,0.05,0.95,0.156666666666667
25,25,-0.700000000000001,3.9359892317509,-7.09440565239288,-3.25924905660341,-0.610962624161476,2.39299801451636,5.47666084360267,-10.5981789546835,9.59021341054137,0.583333333333333,117,183,0.39,0.420677756626576,0.286953376528885,0.05,0.875099363546458,-1.69481254263236,-0.0639723088088185,-1.63084023382355,-0.365480430596918,0.78719784635018,0.05,0.95,0.163333333333333
26,26,-0.700000000000001,3.83418840141416,-7.00014910531267,-3.34346051457434,-0.669868113174531,2.16804708685098,5.92427214978945,-9.34819653806688,8.95597249797019,0.56,130,170,0.433333333333333,0.42151680720518,0.289194537124131,0.05,0.885212751583169,-1.98753347615463,0.284584422941773,-2.2721178990964,-0.398258774011908,0.766837680282831,0.05,0.95,0.173333333333333
27,27,-0.7,3.92611053843373,-7.04780072099423,-3.60200430790606,-0.909734254814018,2.30699321385017,5.9372241574812,-9.88242276207198,8.97270591825696,0.6,136,164,0.453333333333333,0.41944111700763,0.29918923473734,0.05,0.901566747336558,-1.79920168019041,0.211533100645707,-2.01073478083612,-0.359208015184153,0.785222107686746,0.05,0.95,0.14
28,28,-0.7,3.97727730250169,-7.26724316838526,-3.49324696772516,-0.724306239420712,2.34634046671539,5.64965248509294,-11.259358181654,9.70981799611529,0.58,124,176,0.413333333333333,0.425399568238966,0.298943717007211,0.05,0.886445163072728,-1.47144852045631,-0.156479451496692,-1.31496906895962,-0.419928197398426,0.795455460500339,0.05,0.95,0.143333333333333
29,29,-0.699999999999999,3.97627132705227,-7.61254750033812,-3.7892533117656,-0.470791367361631,2.26390059407749,5.66123620766965,-9.80174161581421,9.16669086695718,0.553333333333333,111,189,0.37,0.416683600651791,0.287601053099272,0.0509982578401496,0.890195952827015,-1.88747827269116,-0.00259212556233261,-1.88488614712883,-0.409447193788336,0.795254265410454,0.05,0.95,0.18
30,30,-0.699999999999999,3.86744521402336,-7.28320921225144,-3.1965001929852,-0.573564377596969,2.18038907230984,5.26017997855767,-10.8574294410546,7.77597503276839,0.536666666666667,125,175,0.416666666666667,0.421850316800638,0.288187426574488,0.05,0.878158407450153,-1.80098980466254,0.086421289044674,-1.88741109370722,-0.376133407392149,0.773489042804673,0.05,0.934936852840053,0.14
31,31,-0.699999999999999,3.99956982607425,-7.08164533363529,-3.46800055572364,-1.11891661007644,2.33541200852267,6.24866309205181,-10.0015575347395,9.30286221603299,0.606666666666667,121,179,0.403333333333333,0.422435993498244,0.285032255093682,0.05,0.883757344930271,-1.72353679229692,-0.00811200073783616,-1.71542479155908,-0.397343347678016,0.799913965214849,0.05,0.934449936709234,0.18
32,32,-0.700000000000001,3.91129922211653,-6.9102142954948,-3.50669056061903,-0.659096942436432,1.90437742568582,6.08778800992525,-10.2377608694318,8.20466653235928,0.553333333333333,131,169,0.436666666666667,0.419115083352071,0.288229233155163,0.05,0.895970838223286,-1.5034239773324,-0.0772275678666065,-1.42619640946579,-0.378676552113231,0.782259844423306,0.05,0.95,0.186666666666667
33,33,-0.700000000000001,3.99627061337651,-7.02970814913684,-3.61881349805361,-0.738126999208193,2.25054431585791,6.01724423300072,-10.5592888369426,9.43281648835261,0.566666666666667,125,175,0.416666666666667,0.42232954259468,0.288350231296021,0.05,0.872019669405249,-1.89700212419499,0.155001517282134,-2.05200364147712,-0.38471556568676,0.799254122675302,0.05,0.95,0.156666666666667
34,34,-0.699999999999999,3.7119612204728,-6.73728970029099,-3.44171710479923,-0.456021323339643,2.02373521193494,5.16169744766558,-9.02753018207929,8.49292841942377,0.546666666666667,125,175,0.416666666666667,0.418943351568337,0.29335432088584,0.05,0.90455066016233,-1.4660342629369,-0.152832669330786,-1.31320159360611,-0.346008540982057,0.74239224409456,0.05,0.95,0.15
35,35,-0.7,3.78036546678845,-6.8332746404914,-3.50886073623486,-0.610255190912462,2.17449515862385,5.18538050039871,-9.61159960775642,10.200310303006,0.563333333333333,133,167,0.443333333333333,0.423703346573963,0.297406939699606,0.05,0.889635114795377,-1.33330651661052,-0.195630139465877,-1.13767637714464,-0.384761168748961,0.756073093357691,0.05,0.95,0.14
36,36,-0.7,3.75230487413709,-6.45644806015485,-3.28715213706631,-0.80630862796163,1.7564063498346,5.34430069679367,-10.3803757247138,9.32243625578911,0.566666666666667,127,173,0.423333333333333,0.421459816627739,0.307147179510875,0.05,0.898397335603309,-1.59355726771632,-0.0440359942198079,-1.54952127349652,-0.412182967740726,0.750460974827417,0.05,0.95,0.143333333333333
37,37,-0.700000000000001,3.85397824911985,-6.73533847712266,-3.57487880769543,-0.630377411325112,2.153528692834,5.46772498253805,-9.84886290886194,8.72483984064355,0.553333333333333,121,179,0.403333333333333,0.422322189491142,0.295190577936557,0.05,0.88612010266777,-1.51724004521371,-0.147563991782914,-1.36967605343079,-0.363245669596535,0.770795649823969,0.05,0.95,0.163333333333333
38,38,-0.700000000000001,4.04176472154663,-7.23803025323631,-3.71544511819597,-0.931959566002226,2.09062873312039,5.96372794867569,-10.4519082506856,8.53316984715463,0.57,116,184,0.386666666666667,0.414966039233216,0.290652918129551,0.05,0.902944529825823,-2.00565913912294,0.123132935534024,-2.12879207465696,-0.441392187856355,0.808352944309325,0.05,0.95,0.16
39,39,-0.699999999999999,3.82275999771758,-6.991249404403,-3.41014347725971,-0.76837656951956,1.77966141372704,5.73565153336433,-9.79517181834367,9.94064684003194,0.576666666666667,122,178,0.406666666666667,0.416013065189524,0.290347372745079,0.0532542296123083,0.891414770756805,-1.85771090264028,0.0934872478770488,-1.95119815051733,-0.388408753143006,0.764551999543515,0.05,0.95,0.15
40,40,-0.7,3.88775690426106,-7.54434208151332,-3.11312576919724,-0.727997492015584,1.98113159157151,5.88448006009845,-11.2116328795969,8.73243867586233,0.596666666666667,133,167,0.443333333333333,0.427030266252011,0.291031193912779,0.05,0.882649089472281,-1.67500737882111,0.076502882534175,-1.75151026135528,-0.398963617111658,0.777551380852212,0.05,0.95,0.173333333333333
41,41,-0.699999999999999,3.69181394921718,-6.76442754910916,-3.17737186757002,-0.760793055061111,1.67198699633712,5.56876010650175,-8.48783413954239,8.27159209132557,0.563333333333333,139,161,0.463333333333333,0.418428614437545,0.297650280185135,0.05,0.905311059545449,-1.93092790959819,0.362726580336329,-2.29365448993452,-0.359400152995151,0.738362789843435,0.05,0.95,0.156666666666667
42,42,-0.7,3.7718897550961,-6.65313313839591,-3.46067395286918,-0.607888785765954,1.82000008382516,5.15826626616201,-9.99712833111396,9.74385672297802,0.563333333333333,129,171,0.43,0.416027363805166,0.298804489377421,0.05,0.895749974849517,-1.99784766383129,0.279078062188521,-2.27692572601981,-0.393607968385105,0.75437795101922,0.05,0.95,0.163333333333333
43,43,-0.699999999999999,3.99150956968601,-7.12080635302411,-3.58404171637647,-0.402990774281269,2.28604043452552,5.39666617774497,-10.8119676089086,9.19528794233398,0.553333333333333,127,173,0.423333333333333,0.421927867205065,0.294111849558602,0.05,0.885674452878155,-1.97886602110928,0.238820720698721,-2.217686741808,-0.423359250397045,0.798301913937202,0.05,0.95,0.133333333333333
44,44,-0.699999999999999,3.87809204527741,-6.93511378031874,-3.50425896313603,-0.598571302223787,1.91835555291287,5.92511444460886,-9.43466982043328,10.3778623561064,0.56,122,178,0.406666666666667,0.41964725029106,0.295849987041761,0.05,0.89832125795348,-1.56470178762935,-0.107339224209096,-1.45736256342025,-0.354255469045243,0.775618409055482,0.05,0.948352263976837,0.13
45,45,-0.700000000000001,3.96435669458179,-7.29844965083572,-3.76717616536091,-0.755014518188804,2.31248965122404,5.70199922866873,-10.5871249758609,7.27435263523166,0.563333333333333,116,184,0.386666666666667,0.419673364013682,0.28929028867612,0.05,0.89665245668479,-1.58200934100459,-0.143950632844933,-1.43805870815966,-0.413213283777339,0.792871338916358,0.05,0.95,0.2
46,46,-0.700000000000001,4.15327525249841,-7.91240508964284,-3.72979776459027,-0.559400394546563,2.23043734638125,6.47090891227573,-10.7175995915111,8.91150671653391,0.546666666666667,124,176,0.413333333333333,0.423854836811766,0.290793451031356,0.05,0.871504162279442,-1.86791707583673,0.122850667066788,-1.99076774290352,-0.471681645257054,0.830655050499683,0.05,0.944795186358197,0.166666666666667
47,47,-0.699999999999999,3.78475366297879,-6.60174832729749,-3.57496944383613,-0.604509060586391,2.02340657835117,5.70778745750614,-10.188148636426,7.91389470673345,0.55,130,170,0.433333333333333,0.423365462376143,0.297492141553949,0.05,0.883095992858146,-1.52975181682595,-0.0654839047801534,-1.4642679120458,-0.336922445234203,0.756950732595758,0.05,0.948977262596891,0.15
48,48,-0.700000000000001,4.03638026706119,-6.75908175367224,-3.72492536645978,-0.905512752471648,2.4006841984761,6.05823737893747,-9.77117586568454,8.42460585503403,0.586666666666667,122,178,0.406666666666667,0.421562787257525,0.290334223564913,0.05,0.877154845203072,-1.9619109425102,0.164905252731708,-2.12681619524191,-0.376607468699742,0.807276053412239,0.05,0.95,0.14
49,49,-0.7,3.906260475376,-7.30855888619238,-3.44858025200265,-0.516730988278298,1.76272608073256,5.66761976910026,-10.8580439561914,9.13575716940396,0.553333333333333,114,186,0.38,0.419034548138045,0.294519779268102,0.05,0.904979176111798,-1.88360418752148,0.0254348246099389,-1.90903901213142,-0.424378496759597,0.7812520950752,0.05,0.95,0.15
50,50,-0.7,3.95167092449819,-6.61067712031043,-3.88594051739413,-0.994443749082176,2.34530683318897,5.60810968774654,-10.3136458781771,9.25032893108448,0.556666666666667,127,173,0.423333333333333,0.419949196475096,0.298895795368892,0.05,0.892076256771378,-2.21895633650768,0.415071992696388,-2.63402832920407,-0.407391243023735,0.790334184899637,0.05,0.95,0.136666666666667
51,51,-0.7,3.70867192743592,-6.92207385384386,-3.36557881810985,-0.449224060078408,1.94883712156084,5.24486650055895,-10.6940218720815,7.88076916779216,0.543333333333333,133,167,0.443333333333333,0.424806846617823,0.29215605873268,0.05,0.886399401312815,-1.43496956056931,-0.114664960744199,-1.32030459982511,-0.35460622680811,0.741734385487183,0.05,0.948587284002696,0.16
52,52,-0.700000000000001,3.7085410147058,-6.74184974763188,-3.53636574918513,-0.622116547669407,2.09714932151645,5.44168504099009,-9.87685705831662,7.32562661638741,0.58,131,169,0.436666666666667,0.423956160414985,0.298700958246892,0.05,0.885789805617447,-1.56706165940405,-0.0278989504027768,-1.53916270900128,-0.314282560687682,0.74170820294116,0.05,0.923331061079466,0.113333333333333
53,53,-0.699999999999999,4.07291418644552,-7.10762589222036,-3.7660392351437,-0.921822763853793,2.35735862424905,5.90304782157817,-11.0906863275722,10.0218321370091,0.573333333333333,134,166,0.446666666666667,0.42353770154201,0.290191371105127,0.05,0.856569602256329,-2.08037059755363,0.41427506067582,-2.49464565822945,-0.427766232030319,0.814582837289103,0.05,0.940009364206584,0.14
54,54,-0.7,3.91283093620319,-7.24725029013561,-3.30117485719303,-0.812028278960591,1.7461924094208,5.97554119252985,-10.0047070754739,8.44897099138167,0.6,122,178,0.406666666666667,0.42012513955154,0.301894505129775,0.05,0.901363477636047,-1.67013248034744,-0.0350777381888316,-1.63505474215861,-0.395723872654973,0.782566187240639,0.05,0.95,0.153333333333333
55,55,-0.7,4.04041234766629,-7.2027233044371,-3.45384032185471,-0.821477807664033,1.89537942689565,5.98643357305786,-9.98891124858189,10.3165469094469,0.566666666666667,123,177,0.41,0.419542387034582,0.289001024064411,0.05,0.887471578013584,-1.94419193280266,0.16460795330354,-2.1087998861062,-0.429514052271716,0.808082469533257,0.05,0.941144100710468,0.163333333333333
56,56,-0.7,3.77035478463493,-6.68406644481391,-3.34395595145851,-0.778021887612227,2.04851369015979,5.59331086602436,-11.4777487668754,7.81018741209215,0.56,131,169,0.436666666666667,0.422257202335784,0.296819596195774,0.0516625200628961,0.876920848649336,-1.78108920666411,0.138004059603544,-1.91909326626766,-0.354235673517495,0.754070956926987,0.05,0.937795575941961,0.13
57,57,-0.700000000000001,3.90374717752402,-7.23992525523565,-3.77971474067323,-0.407687794123806,2.09298537521669,5.51296161427333,-10.7454258276961,8.73645012630042,0.536666666666667,116,184,0.386666666666667,0.430699240062329,0.299446692154655,0.05,0.8896187473795,-1.75683261394565,-0.0337359607733942,-1.72309665317226,-0.36513471626875,0.780749435504804,0.05,0.948066853185028,0.116666666666667
58,58,-0.7,3.92162790735876,-7.1679425139844,-3.39716350269282,-0.546497053418981,2.01412300125677,5.65853002384986,-10.5595970988543,8.45519668310951,0.57,114,186,0.38,0.422334932899173,0.285781425419442,0.05,0.881252878540319,-1.21563676388723,-0.383964564069115,-0.831672199818118,-0.406636174921087,0.784325581471752,0.05,0.95,0.183333333333333
59,59,-0.699999999999999,3.76920119734279,-6.7146153696289,-3.47725620046577,-0.572831853526184,2.15898930729415,5.25024229978732,-10.9710899193127,8.22596491585837,0.563333333333333,128,172,0.426666666666667,0.426132455867715,0.299594856127269,0.05,0.899267754435862,-1.26561926070778,-0.279074038543044,-0.986545222164739,-0.354917655635324,0.753840239468559,0.05,0.948012384042215,0.13
60,60,-0.699999999999999,3.80385399870994,-6.74087795295517,-3.24193646461468,-0.74188643289401,1.89739374159012,5.55408042114854,-10.3549858204443,9.96637667653584,0.566666666666667,132,168,0.44,0.429041048185653,0.283911779885715,0.05,0.869306051542877,-1.81283959037474,0.17437396386587,-1.98721355424061,-0.389538890300823,0.760770799741987,0.05,0.95,0.193333333333333
61,61,-0.7,3.97334415307472,-7.18797059446542,-3.40479742949328,-0.620926759590511,2.09850862286116,5.9608937869568,-10.6552949571056,9.06203795453595,0.59,130,170,0.433333333333333,0.422631870956086,0.300396410145082,0.05,0.900491510673837,-2.07716641112808,0.353127255568532,-2.43029366669661,-0.432093497411554,0.794668830614943,0.05,0.94363996358673,0.14
62,62,-0.7,3.94084161215966,-7.01749442118123,-3.7355036035551,-0.62202845841403,2.13088861754439,5.65369464464985,-10.3287513729378,9.00574660453221,0.54,141,159,0.47,0.423747006504504,0.287614307907527,0.05,0.866582449068703,-1.55526787787873,0.0584450992509457,-1.61371297712967,-0.427694855135241,0.788168322431931,0.05,0.921168739974195,0.13
63,63,-0.700000000000001,3.54876381235279,-6.08077109413465,-3.24969968037604,-0.589098002664013,1.67772464899689,5.14014089174657,-9.87112082875001,8.16115691131253,0.556666666666667,130,170,0.433333333333333,0.426007805828485,0.300831960108138,0.05,0.885379916806184,-1.54547456161426,-0.0534606293538035,-1.49201393226045,-0.295594943329803,0.709752762470557,0.05,0.944156061650005,0.123333333333333
64,64,-0.700000000000001,4.16769683593553,-7.45678287723475,-3.77836116027456,-0.887750148573369,2.07920710493432,6.43933643624204,-11.7096983162213,8.54560112965137,0.543333333333333,137,163,0.456666666666667,0.418509067115296,0.29393110957209,0.05,0.89388969576638,-1.59126144367657,0.0490970416177308,-1.6403584852943,-0.440512883548739,0.833539367187105,0.05,0.95,0.16
65,65,-0.7,4.11448818657781,-7.6446719998877,-3.68891285795892,-0.727262519748532,2.02980291700536,6.49704496499191,-10.5497798553651,8.61499149782188,0.556666666666667,118,182,0.393333333333333,0.418710054659347,0.294362073411192,0.05,0.876206159548986,-2.00476932885319,0.145949345080642,-2.15071867393384,-0.40818042471215,0.822897637315561,0.05,0.942407492340765,0.106666666666667
66,66,-0.700000000000001,3.90733485608884,-7.12617128164342,-3.49850613006912,-0.592381024108643,1.97813508083912,5.60577400439539,-11.0562725099596,9.14035091457774,0.573333333333333,124,176,0.413333333333333,0.427964615253314,0.283039658425949,0.05,0.862968594214066,-1.9973781381347,0.214061870049446,-2.21144000818415,-0.368711091892344,0.781466971217769,0.05,0.935427051525058,0.186666666666667
67,67,-0.700000000000001,3.74229817638599,-6.73062060463121,-3.48135264557232,-0.825223679368885,2.05588986104408,5.31913538242938,-9.4738216246637,10.7169703650327,0.576666666666667,133,167,0.443333333333333,0.422803051599676,0.290468434969779,0.05,0.902084302891714,-1.5946904584676,0.0125379100370707,-1.60722836850467,-0.36361112958153,0.748459635277198,0.05,0.95,0.19
68,68,-0.7,3.85076952323555,-7.19730779874797,-3.43976374621825,-0.690228876663369,2.22350219487716,5.8049386318646,-9.87769720893379,8.20151386590288,0.583333333333333,129,171,0.43,0.427812019755833,0.29499905290971,0.05,0.887271660847555,-1.83047880134224,0.152817341363446,-1.98329614270569,-0.386290128085474,0.77015390464711,0.05,0.95,0.16
69,69,-0.699999999999999,3.88703642611413,-6.73858101036375,-3.54279461445453,-0.566602541905478,2.44811673003361,5.21897788402211,-10.649633537319,8.92825092850394,0.566666666666667,122,178,0.406666666666667,0.411927320945692,0.294176996014609,0.0524849778583606,0.919174688042027,-1.97157987970981,0.171532277104475,-2.14311215681428,-0.411785044748363,0.777407285222826,0.05,0.95,0.143333333333333
70,70,-0.700000000000001,3.74779009530427,-6.83656951781299,-3.27551793883065,-0.724435997611146,1.81775907944356,5.20787221248874,-9.51498245418646,9.22068214562224,0.573333333333333,123,177,0.41,0.423625565851274,0.279777410870288,0.05,0.862914696498873,-1.25688946000989,-0.313009019315163,-0.943880440694727,-0.367925346039222,0.749558019060855,0.05,0.95,0.193333333333333
71,71,-0.7,3.89391911662123,-7.0910368709356,-3.4450446424679,-0.450261663371828,2.32630309069336,5.20895774174887,-10.6402308266673,8.36970495484309,0.566666666666667,124,176,0.413333333333333,0.422596577267023,0.280997704053352,0.05,0.874712409827042,-1.3714489942818,-0.22693366311964,-1.14451533116216,-0.377472603432751,0.778783823324245,0.05,0.95,0.173333333333333
72,72,-0.7,3.8277100580945,-6.86667905504107,-3.59541472737724,-0.869171896525323,2.12314816775921,5.28501452036276,-9.55050528937388,9.46787742638873,0.573333333333333,129,171,0.43,0.424464132740906,0.290869757762394,0.05,0.89369084179618,-1.56413745710944,-0.0481068306016506,-1.51603062650779,-0.345145475452443,0.7655420116189,0.05,0.95,0.176666666666667
73,73,-0.700000000000001,4.12791252581459,-7.42275249573733,-3.65231888019946,-0.458169247408244,1.95599047850769,6.19976609091953,-10.8482370956008,9.92256164163122,0.533333333333333,133,167,0.443333333333333,0.420113494685681,0.298578149695787,0.0533778315368964,0.881130401776196,-2.13191123735131,0.440384398609129,-2.57229563596044,-0.413710060729916,0.825582505162919,0.05,0.949018223499258,0.136666666666667
