"tau_sd_mean","tau_sd_sd","sigma","snr_mean","true_ate_mean","true_ate_sd","pct_ate_lt_0","pct_ate_abs_lt1","sg1_true_mean","sg1_true_sd","sg1_true_min","sg2_true_mean","sg2_true_sd","sg2_true_min","sg1_size_mean","sg1_size_min","sg2_size_mean","sg2_size_min","pct_beneficial_mean","pct_beneficial_sd","n_valid","n_skipped","prop_tau_corr","overlap_min","overlap_max","pct_near_boundary"
3.85327445652174,0.225525065428025,5,0.770654891304348,-0.6717875,0.312658266993532,0.983695652173913,0.858695652173913,-3.82587010869565,0.548384730756395,-5.2126,2.45285706521739,0.478122247730585,1.3675,25.8315217391304,17,35.9021739130435,21,0.566375543478261,0.0168836325736894,184,16,-0.357790087005132,0.05,0.95,0.188
